,date,season_id,season_name,home_team_id,home_team_name,away_team_id,away_team_name,home_score,away_score,match_week,ref_id,ref_name,match_url
266885,2015-11-28,27,2015/2016,217,Barcelona,210,Real Sociedad,4,0,13,218,Ignacio Iglesias,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/266885.json
266916,2015-03-08,26,2014/2015,217,Barcelona,360,Rayo Vallecano,6,1,26,183,Jesús Gil,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/266916.json
266921,2014-08-24,26,2014/2015,217,Barcelona,1042,Elche,3,0,1,1003,Fernando Teixeira,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/266921.json
266929,2015-04-05,26,2014/2015,209,Celta Vigo,217,Barcelona,0,1,29,882,Iñaki Bikandi,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/266929.json
266961,2015-12-12,27,2015/2016,217,Barcelona,219,Deportivo La Coruna,2,2,15,220,José Sánchez,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/266961.json
266967,2015-03-14,26,2014/2015,322,Eibar,217,Barcelona,0,2,27,223,Carlos Del Cerro,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/266967.json
266986,2016-04-30,27,2015/2016,218,Real Betis,217,Barcelona,0,2,36,180,Antonio Mateu,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/266986.json
267085,2014-10-25,26,2014/2015,220,Real Madrid,217,Barcelona,3,1,9,183,Jesús Gil,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/267085.json
267138,2014-04-12,25,2013/2014,1049,Granada,217,Barcelona,1,0,33,1012,Carlos Delgado,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/267138.json
267183,2015-03-22,26,2014/2015,217,Barcelona,220,Real Madrid,2,1,28,180,Antonio Mateu,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/267183.json
267192,2013-10-29,25,2013/2014,209,Celta Vigo,217,Barcelona,0,3,11,222,David Fernández,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/267192.json
267197,2015-05-23,26,2014/2015,217,Barcelona,219,Deportivo La Coruna,2,2,38,1008,Clos Gómez,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/267197.json
267273,2016-02-20,27,2015/2016,208,Las Palmas,217,Barcelona,1,2,25,223,Carlos Del Cerro,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/267273.json
267274,2015-12-05,27,2015/2016,207,Valencia,217,Barcelona,1,1,14,217,Santiago Jaime,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/267274.json
267301,2014-11-01,26,2014/2015,217,Barcelona,209,Celta Vigo,0,1,10,882,Iñaki Bikandi,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/267301.json
267327,2015-12-30,27,2015/2016,217,Barcelona,218,Real Betis,4,0,17,882,Iñaki Bikandi,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/267327.json
267343,2015-02-28,26,2014/2015,1049,Granada,217,Barcelona,1,3,25,217,Santiago Jaime,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/267343.json
267368,2014-04-05,25,2013/2014,217,Barcelona,218,Real Betis,3,1,32,453,Eduardo Prieto Iglesias,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/267368.json
267400,2015-04-08,26,2014/2015,217,Barcelona,403,Almería,4,0,30,208,Alejandro Hernández,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/267400.json
267422,2015-08-29,27,2015/2016,217,Barcelona,223,Málaga,1,0,2,217,Santiago Jaime,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/267422.json
267499,2014-11-08,26,2014/2015,403,Almería,217,Barcelona,1,2,11,221,Alberto Undiano,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/267499.json
267502,2013-04-27,24,2012/2013,215,Athletic Bilbao,217,Barcelona,2,2,33,218,Ignacio Iglesias,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/267502.json
267506,2016-05-14,27,2015/2016,1049,Granada,217,Barcelona,0,3,38,208,Alejandro Hernández,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/267506.json
267520,2013-09-24,25,2013/2014,217,Barcelona,210,Real Sociedad,4,1,6,183,Jesús Gil,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/267520.json
267533,2016-04-02,27,2015/2016,217,Barcelona,220,Real Madrid,1,2,31,208,Alejandro Hernández,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/267533.json
267561,2014-10-04,26,2014/2015,360,Rayo Vallecano,217,Barcelona,0,2,7,180,Antonio Mateu,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/267561.json
267567,2014-04-20,25,2013/2014,217,Barcelona,215,Athletic Bilbao,2,1,34,207,Juan Martínez,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/267567.json
267576,2016-01-30,27,2015/2016,217,Barcelona,212,Atlético Madrid,2,1,22,221,Alberto Undiano,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/267576.json
267597,2015-02-01,26,2014/2015,217,Barcelona,222,Villarreal,3,2,21,882,Iñaki Bikandi,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/267597.json
267611,2015-09-26,27,2015/2016,217,Barcelona,208,Las Palmas,2,1,6,215,Ricardo De Burgos,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/267611.json
267675,2014-02-09,25,2013/2014,213,Sevilla,217,Barcelona,1,4,23,1016,José Teixeira,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/267675.json
